ID,Title,Difficulty,Category,Topics,Company Count,Companies,Frequency,Acceptance Rate,LeetCode Link,Topic Categories
1013,Find Minimum Diameter After Merging Two Trees,HARD,BFS,"BFS, Breadth-First Search, DFS, Depth-First Search, Graph, Tree",1,ServiceNow,93.0,0.5738039227667114,https://leetcode.com/problems/find-minimum-diameter-after-merging-two-trees,"Tree, Graph, BFS, DFS"
1014,Find Minimum in Rotated Sorted Array II,HARD,Array,"Array, Binary Search",1,Google,12.5,0.441135385633896,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,"Array, Binary Search"
1015,Find Products of Elements of Big Array,HARD,Array,"Array, Binary Search, Bit Manipulation",1,IBM,71.7,0.2179005331701774,https://leetcode.com/problems/find-products-of-elements-of-big-array,"Array, Binary Search, Bit Manipulation"
1016,Find Subarray With Bitwise OR Closest to K,HARD,Array,"Array, Binary Search, Bit Manipulation, Segment Tree, Tree",1,Salesforce,51.4,0.296562372670541,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k,"Array, Binary Search, Tree, Bit Manipulation"
1017,Find in Mountain Array,HARD,Array,"Array, Binary Search, Interactive",1,Bloomberg,47.6,0.4048309641569764,https://leetcode.com/problems/find-in-mountain-array,"Array, Binary Search"
1018,Find the Closest Palindrome,HARD,Math,"Math, String",1,Uber,80.7,0.3162979970229028,https://leetcode.com/problems/find-the-closest-palindrome,"String, Math"
1019,Find the Longest Valid Obstacle Course at Each Position,HARD,Array,"Array, Binary Indexed Tree, Binary Search, Tree",1,Morgan Stanley,87.5,0.6252322177156585,https://leetcode.com/problems/find-the-longest-valid-obstacle-course-at-each-position,"Array, Binary Search, Tree"
1020,Find the Maximum Length of a Good Subsequence II,HARD,Array,"Array, Dynamic Programming, Hash Table",1,Snowflake,75.8,0.239664138992998,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii,"Array, Dynamic Programming, Hash Table"
1021,Find the Maximum Sum of Node Values,HARD,Array,"Array, Bit Manipulation, Dynamic Programming, Greedy, Sorting, Tree",1,BlackRock,73.5,0.6979865078996403,https://leetcode.com/problems/find-the-maximum-sum-of-node-values,"Array, Tree, Dynamic Programming, Sorting, Greedy, Bit Manipulation"
1022,Find the Shortest Superstring,HARD,Array,"Array, Bit Manipulation, Bitmask, Dynamic Programming, String",1,DEShaw,48.4,0.4430433414937703,https://leetcode.com/problems/find-the-shortest-superstring,"Array, String, Dynamic Programming, Bit Manipulation"
1023,Find the Sum of the Power of All Subsequences,HARD,Array,"Array, Dynamic Programming",1,DEShaw,77.4,0.3658703363391598,https://leetcode.com/problems/find-the-sum-of-the-power-of-all-subsequences,"Array, Dynamic Programming"
1024,Finding MK Average,HARD,Data Stream,"Data Stream, Design, Heap (Priority Queue), Heap / Priority Queue, Ordered Set, Queue",1,Google,23.8,0.3818881447538479,https://leetcode.com/problems/finding-mk-average,"Queue, Heap / Priority Queue, Design"
1025,Get the Maximum Score,HARD,Array,"Array, Dynamic Programming, Greedy, Two Pointers",1,Intuit,49.0,0.3997959003691431,https://leetcode.com/problems/get-the-maximum-score,"Array, Dynamic Programming, Greedy, Two Pointers"
1026,IPO,HARD,Array,"Array, Greedy, Heap (Priority Queue), Heap / Priority Queue, Queue, Sorting",1,Salesforce,51.4,0.5302026973246128,https://leetcode.com/problems/ipo,"Array, Queue, Heap / Priority Queue, Sorting, Greedy"
1027,Kth Smallest Number in Multiplication Table,HARD,Binary Search,"Binary Search, Math",1,DEShaw,48.4,0.5287483212274201,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table,"Binary Search, Math"
1028,Kth Smallest Product of Two Sorted Arrays,HARD,Array,"Array, Binary Search",1,Linkedln,62.0,0.3093643144234038,https://leetcode.com/problems/kth-smallest-product-of-two-sorted-arrays,"Array, Binary Search"
1029,Largest Color Value in a Directed Graph,HARD,Counting,"Counting, Dynamic Programming, Graph, Hash Table, Memoization, Topological Sort",1,Linkedln,32.0,0.5767873323761725,https://leetcode.com/problems/largest-color-value-in-a-directed-graph,"Graph, Dynamic Programming, Hash Table"
1030,Last Day Where You Can Still Cross,HARD,Array,"Array, BFS, Binary Search, Breadth-First Search, DFS, Depth-First Search, Matrix, Union Find",1,Atlassian,54.6,62.3%,https://leetcode.com/problems/last-day-where-you-can-still-cross,"Array, Binary Search, BFS, DFS, Union Find, Matrix"
1031,Least Operators to Express Number,HARD,Dynamic Programming,"Dynamic Programming, Math, Memoization",1,Snap,82.5,0.4840297942179017,https://leetcode.com/problems/least-operators-to-express-number,"Dynamic Programming, Math"
1032,Leetcodify Friends Recommendations,HARD,Database,Database,1,Spotify,89.9,0.2798041615667074,https://leetcode.com/problems/leetcodify-friends-recommendations,
1033,Leetcodify Similar Friends,HARD,Database,Database,1,Spotify,89.9,0.4264262416148686,https://leetcode.com/problems/leetcodify-similar-friends,
1034,Length of Longest V-Shaped Diagonal Segment,HARD,Array,"Array, Dynamic Programming, Matrix, Memoization",1,Visa,100.0,0.3371486969851814,https://leetcode.com/problems/length-of-longest-v-shaped-diagonal-segment,"Array, Dynamic Programming, Matrix"
1035,Longest Path With Different Adjacent Characters,HARD,Array,"Array, DFS, Depth-First Search, Graph, String, Topological Sort, Tree",1,Uber,62.3,0.5391662377766341,https://leetcode.com/problems/longest-path-with-different-adjacent-characters,"Array, String, Tree, Graph, DFS"
1036,Make String Anti-palindrome,HARD,Counting Sort,"Counting Sort, Greedy, Sorting, String",1,Intuit,86.8,0.4245591116917048,https://leetcode.com/problems/make-string-anti-palindrome,"String, Sorting, Greedy"
1037,Max Sum of Rectangle No Larger Than K,HARD,Array,"Array, Binary Search, Matrix, Ordered Set, Prefix Sum",1,DEShaw,48.4,0.4467756978215975,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k,"Array, Binary Search, Matrix, Prefix Sum"
1038,Maximize Subarrays After Removing One Conflicting Pair,HARD,Array,"Array, Enumeration, Prefix Sum, Segment Tree, Tree",1,Linkedln,65.1,0.3245154211873704,https://leetcode.com/problems/maximize-subarrays-after-removing-one-conflicting-pair,"Array, Tree, Prefix Sum"
1039,Maximum Deletions on a String,HARD,Dynamic Programming,"Dynamic Programming, Hash Function, Rolling Hash, String, String Matching",1,DEShaw,77.4,0.3456476513741377,https://leetcode.com/problems/maximum-deletions-on-a-string,"String, Dynamic Programming"
1040,Maximum Frequency Score of a Subarray,HARD,Array,"Array, Hash Table, Math, Sliding Window, Stack",1,PayPal,75.5,0.3515392254220457,https://leetcode.com/problems/maximum-frequency-score-of-a-subarray,"Array, Hash Table, Stack, Math, Sliding Window"
1041,Maximum Number of Ones,HARD,Greedy,"Greedy, Heap (Priority Queue), Heap / Priority Queue, Math, Queue, Sorting",1,Qualcomm,97.6,0.6875,https://leetcode.com/problems/maximum-number-of-ones,"Queue, Heap / Priority Queue, Sorting, Greedy, Math"
1042,Maximum Number of Points From Grid Queries,HARD,Array,"Array, BFS, Breadth-First Search, Heap (Priority Queue), Heap / Priority Queue, Matrix, Queue, Sorting, Two Pointers, Union Find",1,JP Morgan,70.4,0.5950536029744709,https://leetcode.com/problems/maximum-number-of-points-from-grid-queries,"Array, Queue, Heap / Priority Queue, Sorting, Two Pointers, BFS, Union Find, Matrix"
1043,Maximum Number of Visible Points,HARD,Array,"Array, Geometry, Math, Sliding Window, Sorting",1,NVIDIA,75.8,0.3767605072174815,https://leetcode.com/problems/maximum-number-of-visible-points,"Array, Sorting, Math, Sliding Window"
1044,Maximum Path Quality of a Graph,HARD,Array,"Array, Backtracking, Graph",1,Atlassian,36.0,59.7%,https://leetcode.com/problems/maximum-path-quality-of-a-graph,"Array, Graph, Backtracking"
1045,Maximum Points After Collecting Coins From All Nodes,HARD,Array,"Array, Bit Manipulation, DFS, Depth-First Search, Dynamic Programming, Memoization, Tree",1,DEShaw,79.6,0.3575553600795502,https://leetcode.com/problems/maximum-points-after-collecting-coins-from-all-nodes,"Array, Tree, Dynamic Programming, Bit Manipulation, DFS"
1046,Maximum Profitable Triplets With Increasing Prices II,HARD,Array,"Array, Binary Indexed Tree, Segment Tree, Tree",1,IBM,71.7,0.433264887063655,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-ii,"Array, Tree"
1047,Maximum Running Time of N Computers,HARD,Array,"Array, Binary Search, Greedy, Sorting",1,Flipkart,43.5,0.4984652362617595,https://leetcode.com/problems/maximum-running-time-of-n-computers,"Array, Binary Search, Sorting, Greedy"
1048,Maximum Spending After Buying Items,HARD,Array,"Array, Greedy, Heap (Priority Queue), Heap / Priority Queue, Matrix, Queue, Sorting",1,Zomato,100.0,0.599903432534457,https://leetcode.com/problems/maximum-spending-after-buying-items,"Array, Queue, Heap / Priority Queue, Sorting, Greedy, Matrix"
1049,Maximum Strength of K Disjoint Subarrays,HARD,Array,"Array, Dynamic Programming, Prefix Sum",1,DEShaw,77.4,0.2678887164868473,https://leetcode.com/problems/maximum-strength-of-k-disjoint-subarrays,"Array, Dynamic Programming, Prefix Sum"
1050,Maximum Total Beauty of the Gardens,HARD,Array,"Array, Binary Search, Enumeration, Greedy, Prefix Sum, Sorting, Two Pointers",1,Intuit,86.8,0.2997584287364772,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens,"Array, Binary Search, Sorting, Greedy, Two Pointers, Prefix Sum"
1051,Minimum Adjacent Swaps for K Consecutive Ones,HARD,Array,"Array, Greedy, Prefix Sum, Sliding Window",1,Flipkart,73.5,0.4208017478234963,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones,"Array, Greedy, Sliding Window, Prefix Sum"
1052,Minimum Cost Walk in Weighted Graph,HARD,Array,"Array, Bit Manipulation, Graph, Union Find",1,DEShaw,79.6,0.6851442735134845,https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph,"Array, Graph, Bit Manipulation, Union Find"
1053,Minimum Cost to Convert String II,HARD,Array,"Array, Dynamic Programming, Graph, Shortest Path, String, Trie",1,Atlassian,36.0,25.5%,https://leetcode.com/problems/minimum-cost-to-convert-string-ii,"Array, String, Graph, Dynamic Programming, Trie"
1054,Minimum Costs Using the Train Line,HARD,Array,"Array, Dynamic Programming",1,Citadel,74.4,0.7759452936444088,https://leetcode.com/problems/minimum-costs-using-the-train-line,"Array, Dynamic Programming"
1055,Minimum Deletions to Make Array Divisible,HARD,Array,"Array, Heap (Priority Queue), Heap / Priority Queue, Math, Number Theory, Queue, Sorting",1,Linkedln,50.0,0.5767212443071686,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible,"Array, Queue, Heap / Priority Queue, Sorting, Math"
1056,Minimum Edge Reversals So Every Node Is Reachable,HARD,BFS,"BFS, Breadth-First Search, DFS, Depth-First Search, Dynamic Programming, Graph",1,Microsoft,59.7,0.5529070058590816,https://leetcode.com/problems/minimum-edge-reversals-so-every-node-is-reachable,"Graph, Dynamic Programming, BFS, DFS"
1057,Minimum Number of Operations to Make Arrays Similar,HARD,Array,"Array, Greedy, Sorting",1,Walmart,75.1,0.6045060796312485,https://leetcode.com/problems/minimum-number-of-operations-to-make-arrays-similar,"Array, Sorting, Greedy"
1058,Minimum Number of Removals to Make Mountain Array,HARD,Array,"Array, Binary Search, Dynamic Programming, Greedy",1,PayPal,42.1,0.5493114414333047,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array,"Array, Binary Search, Dynamic Programming, Greedy"
1059,Minimum Number of Visited Cells in a Grid,HARD,Array,"Array, BFS, Breadth-First Search, Dynamic Programming, Heap (Priority Queue), Heap / Priority Queue, Matrix, Monotonic Stack, Queue, Stack, Union Find",1,DEShaw,48.4,0.2276572430418584,https://leetcode.com/problems/minimum-number-of-visited-cells-in-a-grid,"Array, Dynamic Programming, Stack, Queue, Heap / Priority Queue, BFS, Union Find, Matrix, Monotonic Stack"
1060,Minimum One Bit Operations to Make Integers Zero,HARD,Bit Manipulation,"Bit Manipulation, Dynamic Programming, Memoization",1,ServiceNow,51.7,0.73240710674027,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero,"Dynamic Programming, Bit Manipulation"
1061,Minimum Replacements to Sort the Array,HARD,Array,"Array, Greedy, Math",1,PayPal,78.9,0.5324087646108167,https://leetcode.com/problems/minimum-replacements-to-sort-the-array,"Array, Greedy, Math"
1062,Minimum Runes to Add to Cast Spell,HARD,Array,"Array, BFS, Breadth-First Search, DFS, Depth-First Search, Graph, Topological Sort, Union Find",1,DEShaw,89.6,0.4258649093904448,https://leetcode.com/problems/minimum-runes-to-add-to-cast-spell,"Array, Graph, BFS, DFS, Union Find"
1063,Minimum Time to Complete All Tasks,HARD,Array,"Array, Binary Search, Greedy, Sorting, Stack",1,Snap,77.2,0.377462472977499,https://leetcode.com/problems/minimum-time-to-complete-all-tasks,"Array, Binary Search, Stack, Sorting, Greedy"
1064,Minimum Time to Visit a Cell In a Grid,HARD,Array,"Array, BFS, Breadth-First Search, Graph, Heap (Priority Queue), Heap / Priority Queue, Matrix, Queue, Shortest Path",1,Atlassian,36.0,56.8%,https://leetcode.com/problems/minimum-time-to-visit-a-cell-in-a-grid,"Array, Graph, Queue, Heap / Priority Queue, BFS, Matrix"
1065,Minimum Total Cost to Make Arrays Unequal,HARD,Array,"Array, Counting, Greedy, Hash Table",1,Flipkart,79.5,0.4050688867604803,https://leetcode.com/problems/minimum-total-cost-to-make-arrays-unequal,"Array, Hash Table, Greedy"
1066,Number of Distinct Roll Sequences,HARD,Dynamic Programming,"Dynamic Programming, Memoization",1,ServiceNow,93.0,0.5732509917057339,https://leetcode.com/problems/number-of-distinct-roll-sequences,Dynamic Programming
1067,Number of Possible Sets of Closing Branches,HARD,Bit Manipulation,"Bit Manipulation, Enumeration, Graph, Heap (Priority Queue), Heap / Priority Queue, Queue, Shortest Path",1,Atlassian,36.0,48.4%,https://leetcode.com/problems/number-of-possible-sets-of-closing-branches,"Graph, Queue, Heap / Priority Queue, Bit Manipulation"
1068,Number of Subarrays With AND Value of K,HARD,Array,"Array, Binary Search, Bit Manipulation, Segment Tree, Tree",1,DEShaw,77.4,0.3385943612572507,https://leetcode.com/problems/number-of-subarrays-with-and-value-of-k,"Array, Binary Search, Tree, Bit Manipulation"
1069,Number of Unique Good Subsequences,HARD,Dynamic Programming,"Dynamic Programming, String",1,Oracle,33.6,0.521975548089911,https://leetcode.com/problems/number-of-unique-good-subsequences,"String, Dynamic Programming"
1070,Number of Valid Move Combinations On Chessboard,HARD,Array,"Array, Backtracking, Simulation, String",1,PayPal,75.5,0.4773802763581298,https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard,"Array, String, Backtracking, Simulation"
1071,Number of Ways to Divide a Long Corridor,HARD,Dynamic Programming,"Dynamic Programming, Math, String",1,Zomato,100.0,0.4880803696348013,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor,"String, Dynamic Programming, Math"
1072,Number of Ways to Reorder Array to Get Same BST,HARD,Array,"Array, Binary Search, Binary Search Tree, Binary Tree, Combinatorics, Divide and Conquer, Dynamic Programming, Math, Memoization, Tree, Union Find",1,DEShaw,48.4,0.5362005754802391,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst,"Array, Binary Search, Tree, Dynamic Programming, Math, Divide and Conquer, Union Find"
1073,Number of Ways to Separate Numbers,HARD,Array,"Array, Dynamic Programming, String, Suffix Array",1,Walmart,75.1,0.2103362045012503,https://leetcode.com/problems/number-of-ways-to-separate-numbers,"Array, String, Dynamic Programming"
1074,Odd Even Jump,HARD,Array,"Array, Dynamic Programming, Monotonic Stack, Ordered Set, Stack",1,Google,35.6,0.4072072749763881,https://leetcode.com/problems/odd-even-jump,"Array, Dynamic Programming, Stack, Monotonic Stack"
1075,Paint House II,HARD,Array,"Array, Dynamic Programming",1,Linkedln,49.7,0.5641459705615923,https://leetcode.com/problems/paint-house-ii,"Array, Dynamic Programming"
1076,Paint House III,HARD,Array,"Array, Dynamic Programming",1,PayPal,73.4,0.6098395490806937,https://leetcode.com/problems/paint-house-iii,"Array, Dynamic Programming"
1077,Painting a Grid With Three Different Colors,HARD,Dynamic Programming,Dynamic Programming,1,Google,30.8,0.7850353068984248,https://leetcode.com/problems/painting-a-grid-with-three-different-colors,Dynamic Programming
1078,Palindrome Pairs,HARD,Array,"Array, Hash Table, String, Trie",1,Goldman Sachs,32.7,0.3624370777346535,https://leetcode.com/problems/palindrome-pairs,"Array, String, Hash Table, Trie"
1079,Partition Array Into Two Arrays to Minimize Sum Difference,HARD,Array,"Array, Binary Search, Bit Manipulation, Bitmask, Dynamic Programming, Ordered Set, Two Pointers",1,Salesforce,51.4,0.2175236980209713,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference,"Array, Binary Search, Dynamic Programming, Bit Manipulation, Two Pointers"
1080,Range Module,HARD,Design,"Design, Ordered Set, Segment Tree, Tree",1,Google,48.9,0.4419888641888101,https://leetcode.com/problems/range-module,"Tree, Design"
1081,Rank Transform of a Matrix,HARD,Array,"Array, Graph, Matrix, Sorting, Topological Sort, Union Find",1,Citadel,38.9,0.4142347814604516,https://leetcode.com/problems/rank-transform-of-a-matrix,"Array, Graph, Sorting, Union Find, Matrix"
1082,Read N Characters Given read4 II - Call Multiple Times,HARD,Array,"Array, Interactive, Simulation",1,Google,26.4,0.4290596992252771,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times,"Array, Simulation"
