Title,Difficulty,Company Count,Companies,Frequency,Acceptance Rate,LeetCode Link,Topics,Topic Categories
Stone Game,MEDIUM,1,Cisco,61.0,0.7160996447704545,https://leetcode.com/problems/stone-game,"Array, Dynamic Programming, Game Theory, Math","Array, Dynamic Programming, Math"
String Compression III,MEDIUM,1,Qualcomm,100.0,0.6681506980036712,https://leetcode.com/problems/string-compression-iii,String,String
Strobogrammatic Number II,MEDIUM,1,Google,21.4,0.5320014507233087,https://leetcode.com/problems/strobogrammatic-number-ii,"Array, Recursion, String","Array, String, Recursion"
Subarray Sums Divisible by K,MEDIUM,1,Citadel,38.9,0.5561771980621089,https://leetcode.com/problems/subarray-sums-divisible-by-k,"Array, Hash Table, Prefix Sum","Array, Hash Table, Prefix Sum"
Successful Pairs of Spells and Potions,MEDIUM,1,Goldman Sachs,45.6,0.4549736139149278,https://leetcode.com/problems/successful-pairs-of-spells-and-potions,"Array, Binary Search, Sorting, Two Pointers","Array, Binary Search, Sorting, Two Pointers"
Sum of Nodes with Even-Valued Grandparent,MEDIUM,1,Salesforce,56.5,0.8571720494417864,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Tree, BFS, DFS"
Sum of Square Numbers,MEDIUM,1,Linkedln,50.0,0.3650554406304044,https://leetcode.com/problems/sum-of-square-numbers,"Binary Search, Math, Two Pointers","Binary Search, Math, Two Pointers"
Sum of Subarray Ranges,MEDIUM,1,JP Morgan,38.2,0.6013128650832208,https://leetcode.com/problems/sum-of-subarray-ranges,"Array, Monotonic Stack, Stack","Array, Stack, Monotonic Stack"
Sum of Two Integers,MEDIUM,1,Bloomberg,54.5,0.5368178687075236,https://leetcode.com/problems/sum-of-two-integers,"Bit Manipulation, Math","Bit Manipulation, Math"
Suspicious Bank Accounts,MEDIUM,1,JP Morgan,70.4,0.4493060145406477,https://leetcode.com/problems/suspicious-bank-accounts,Database,
Taking Maximum Energy From the Mystic Dungeon,MEDIUM,1,IBM,71.7,0.4113351567966414,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon,"Array, Prefix Sum","Array, Prefix Sum"
Task Scheduler II,MEDIUM,1,NVIDIA,67.4,0.5397256916203358,https://leetcode.com/problems/task-scheduler-ii,"Array, Hash Table, Simulation","Array, Hash Table, Simulation"
Ternary Expression Parser,MEDIUM,1,Snap,82.5,0.619930945772121,https://leetcode.com/problems/ternary-expression-parser,"Recursion, Stack, String","String, Stack, Recursion"
The Earliest Moment When Everyone Become Friends,MEDIUM,1,Google,36.2,0.656983282716056,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends,"Array, Sorting, Union Find","Array, Sorting, Union Find"
The Maze II,MEDIUM,1,Uber,88.8,0.5420150302104503,https://leetcode.com/problems/the-maze-ii,"Array, Breadth-First Search, Depth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path","Array, Graph, Queue, Heap / Priority Queue, BFS, DFS, Matrix"
The Time When the Network Becomes Idle,MEDIUM,1,Atlassian,60.5,53.7%,https://leetcode.com/problems/the-time-when-the-network-becomes-idle,"Array, Breadth-First Search, Graph","Array, Graph, BFS"
Throne Inheritance,MEDIUM,1,Snowflake,100.0,0.6509835499827448,https://leetcode.com/problems/throne-inheritance,"Depth-First Search, Design, Hash Table, Tree","Tree, Hash Table, DFS, Design"
Total Cost to Hire K Workers,MEDIUM,1,Zomato,100.0,0.4310689755842719,https://leetcode.com/problems/total-cost-to-hire-k-workers,"Array, Heap (Priority Queue), Simulation, Two Pointers","Array, Queue, Heap / Priority Queue, Two Pointers, Simulation"
Tree Node,MEDIUM,1,Twitter,89.4,0.7387169555898169,https://leetcode.com/problems/tree-node,Database,
Tweet Counts Per Frequency,MEDIUM,1,Twitter,94.2,0.4527819680101729,https://leetcode.com/problems/tweet-counts-per-frequency,"Binary Search, Design, Hash Table, Ordered Set, Sorting","Binary Search, Hash Table, Sorting, Design"
Ugly Number II,MEDIUM,1,Google,23.5,0.4925492738355708,https://leetcode.com/problems/ugly-number-ii,"Dynamic Programming, Hash Table, Heap (Priority Queue), Math","Dynamic Programming, Hash Table, Queue, Heap / Priority Queue, Math"
Unique Word Abbreviation,MEDIUM,1,Google,22.3,0.2705393583975261,https://leetcode.com/problems/unique-word-abbreviation,"Array, Design, Hash Table, String","Array, String, Hash Table, Design"
Verify Preorder Sequence in Binary Search Tree,MEDIUM,1,NVIDIA,47.7,0.5131875685225266,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree,"Array, Binary Search Tree, Binary Tree, Monotonic Stack, Recursion, Stack, Tree","Array, Binary Search, Tree, Stack, Recursion, Monotonic Stack"
Vowels of All Substrings,MEDIUM,1,ServiceNow,62.1,0.5470363931216854,https://leetcode.com/problems/vowels-of-all-substrings,"Combinatorics, Dynamic Programming, Math, String","String, Dynamic Programming, Math"
Walking Robot Simulation,MEDIUM,1,Apple,38.9,0.5823045930701047,https://leetcode.com/problems/walking-robot-simulation,"Array, Hash Table, Simulation","Array, Hash Table, Simulation"
Water and Jug Problem,MEDIUM,1,Uber,41.1,0.4308715749936997,https://leetcode.com/problems/water-and-jug-problem,"Breadth-First Search, Depth-First Search, Math","Math, BFS, DFS"
Ways to Make a Fair Array,MEDIUM,1,NVIDIA,47.7,0.644989189340971,https://leetcode.com/problems/ways-to-make-a-fair-array,"Array, Prefix Sum","Array, Prefix Sum"
Ways to Split Array Into Good Subarrays,MEDIUM,1,Flipkart,61.9,0.3387961818897744,https://leetcode.com/problems/ways-to-split-array-into-good-subarrays,"Array, Dynamic Programming, Math","Array, Dynamic Programming, Math"
Web Crawler Multithreaded,MEDIUM,1,Databricks,58.1,0.5009673573880699,https://leetcode.com/problems/web-crawler-multithreaded,"Breadth-First Search, Concurrency, Depth-First Search","BFS, DFS"
Wiggle Sort,MEDIUM,1,Google,27.5,0.6822006472491909,https://leetcode.com/problems/wiggle-sort,"Array, Greedy, Sorting","Array, Sorting, Greedy"
Word Pattern II,MEDIUM,1,Oracle,38.0,0.4860240848819029,https://leetcode.com/problems/word-pattern-ii,"Backtracking, Hash Table, String","String, Hash Table, Backtracking"
Zero Array Transformation I,MEDIUM,1,Google,30.8,0.5440566780372605,https://leetcode.com/problems/zero-array-transformation-i,"Array, Prefix Sum","Array, Prefix Sum"
Zigzag Iterator,MEDIUM,1,Google,25.1,0.6575715893460048,https://leetcode.com/problems/zigzag-iterator,"Array, Design, Iterator, Queue","Array, Queue, Design"
24 Game,HARD,1,Uber,60.1,0.50001136815779,https://leetcode.com/problems/24-game,"Array, Backtracking, Math","Array, Backtracking, Math"
Basic Calculator IV,HARD,1,Intuit,86.8,0.4866033755274261,https://leetcode.com/problems/basic-calculator-iv,"Hash Table, Math, Recursion, Stack, String","String, Hash Table, Stack, Recursion, Math"
Best Meeting Point,HARD,1,Twitter,91.9,0.6125143892983315,https://leetcode.com/problems/best-meeting-point,"Array, Math, Matrix, Sorting","Array, Sorting, Math, Matrix"
Best Position for a Service Centre,HARD,1,Citadel,74.4,0.3487944380444229,https://leetcode.com/problems/best-position-for-a-service-centre,"Array, Geometry, Math, Randomized","Array, Math"
Bricks Falling When Hit,HARD,1,Snap,97.7,0.3572389298699115,https://leetcode.com/problems/bricks-falling-when-hit,"Array, Matrix, Union Find","Array, Union Find, Matrix"
Build Binary Expression Tree From Infix Expression,HARD,1,Snap,57.8,0.624648629655657,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression,"Binary Tree, Stack, String, Tree","String, Tree, Stack"
Cherry Pickup II,HARD,1,Flipkart,73.5,0.7196542271599925,https://leetcode.com/problems/cherry-pickup-ii,"Array, Dynamic Programming, Matrix","Array, Dynamic Programming, Matrix"
Collect Coins in a Tree,HARD,1,Uber,92.0,0.360585905388237,https://leetcode.com/problems/collect-coins-in-a-tree,"Array, Graph, Topological Sort, Tree","Array, Tree, Graph"
Concatenated Words,HARD,1,Amazon,64.0,49.44%,https://leetcode.com/problems/concatenated-words,"Array, Depth-First Search, Dynamic Programming, String, Trie","Array, String, Dynamic Programming, Trie, DFS"
Consecutive Numbers Sum,HARD,1,Citadel,38.9,0.420202765468534,https://leetcode.com/problems/consecutive-numbers-sum,"Enumeration, Math",Math
Count Array Pairs Divisible by K,HARD,1,PayPal,73.4,0.3014857343209011,https://leetcode.com/problems/count-array-pairs-divisible-by-k,"Array, Math, Number Theory","Array, Math"
Count Different Palindromic Subsequences,HARD,1,Uber,41.1,0.46386912594509,https://leetcode.com/problems/count-different-palindromic-subsequences,"Dynamic Programming, String","String, Dynamic Programming"
Count Good Triplets in an Array,HARD,1,Walmart,75.1,0.6598252920080578,https://leetcode.com/problems/count-good-triplets-in-an-array,"Array, Binary Indexed Tree, Binary Search, Divide and Conquer, Merge Sort, Ordered Set, Segment Tree","Array, Binary Search, Tree, Divide and Conquer"
Count Prefix and Suffix Pairs II,HARD,1,Uber,50.6,0.2720387820263219,https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii,"Array, Hash Function, Rolling Hash, String, String Matching, Trie","Array, String, Trie"
Count Subarrays With Median K,HARD,1,Salesforce,100.0,0.4553062885040102,https://leetcode.com/problems/count-subarrays-with-median-k,"Array, Hash Table, Prefix Sum","Array, Hash Table, Prefix Sum"
Count Vowels Permutation,HARD,1,Atlassian,43.6,61.5%,https://leetcode.com/problems/count-vowels-permutation,Dynamic Programming,Dynamic Programming
Count of Range Sum,HARD,1,Morgan Stanley,53.5,0.370513551074288,https://leetcode.com/problems/count-of-range-sum,"Array, Binary Indexed Tree, Binary Search, Divide and Conquer, Merge Sort, Ordered Set, Segment Tree","Array, Binary Search, Tree, Divide and Conquer"
Count the Number of Infection Sequences,HARD,1,Salesforce,36.0,0.333877951147782,https://leetcode.com/problems/count-the-number-of-infection-sequences,"Array, Combinatorics, Math","Array, Math"
Couples Holding Hands,HARD,1,Citadel,58.5,0.5839613387880093,https://leetcode.com/problems/couples-holding-hands,"Breadth-First Search, Depth-First Search, Graph, Greedy, Union Find","Graph, Greedy, BFS, DFS, Union Find"
Course Schedule III,HARD,1,Flipkart,43.5,0.4067244024219053,https://leetcode.com/problems/course-schedule-iii,"Array, Greedy, Heap (Priority Queue), Sorting","Array, Queue, Heap / Priority Queue, Sorting, Greedy"
Cut Off Trees for Golf Event,HARD,1,Flipkart,53.1,0.3533426885924877,https://leetcode.com/problems/cut-off-trees-for-golf-event,"Array, Breadth-First Search, Heap (Priority Queue), Matrix","Array, Queue, Heap / Priority Queue, BFS, Matrix"
Data Stream as Disjoint Intervals,HARD,1,Databricks,40.7,0.5950108773030263,https://leetcode.com/problems/data-stream-as-disjoint-intervals,"Binary Search, Design, Ordered Set","Binary Search, Design"
Delete Duplicate Folders in System,HARD,1,NVIDIA,54.4,0.5378519731628718,https://leetcode.com/problems/delete-duplicate-folders-in-system,"Array, Hash Function, Hash Table, String, Trie","Array, String, Hash Table, Trie"
Design Excel Sum Formula,HARD,1,Citadel,47.5,0.4256816329246585,https://leetcode.com/problems/design-excel-sum-formula,"Array, Design, Graph, Hash Table, Matrix, String, Topological Sort","Array, String, Graph, Hash Table, Matrix, Design"
Design Movie Rental System,HARD,1,Flipkart,83.9,0.3550989216268999,https://leetcode.com/problems/design-movie-rental-system,"Array, Design, Hash Table, Heap (Priority Queue), Ordered Set","Array, Hash Table, Queue, Heap / Priority Queue, Design"
Design Search Autocomplete System,HARD,1,Citadel,53.7,0.4940635941634056,https://leetcode.com/problems/design-search-autocomplete-system,"Data Stream, Depth-First Search, Design, Heap (Priority Queue), Sorting, String, Trie","String, Queue, Heap / Priority Queue, Sorting, Trie, DFS, Design"
Design Skiplist,HARD,1,Twitter,89.4,0.5807262117036797,https://leetcode.com/problems/design-skiplist,"Design, Linked List","Linked List, Design"
Earliest Possible Day of Full Bloom,HARD,1,Visa,81.1,0.7113565236159574,https://leetcode.com/problems/earliest-possible-day-of-full-bloom,"Array, Greedy, Sorting","Array, Sorting, Greedy"
Escape the Spreading Fire,HARD,1,Google,30.8,0.3628148569802192,https://leetcode.com/problems/escape-the-spreading-fire,"Array, Binary Search, Breadth-First Search, Matrix","Array, Binary Search, BFS, Matrix"
Find All Possible Stable Binary Arrays II,HARD,1,IBM,37.4,0.2591881513987932,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-ii,"Dynamic Programming, Prefix Sum","Dynamic Programming, Prefix Sum"
Find Beautiful Indices in the Given Array II,HARD,1,Palantir,96.2,0.264520327554728,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii,"Binary Search, Hash Function, Rolling Hash, String, String Matching, Two Pointers","String, Binary Search, Two Pointers"
Find K-th Smallest Pair Distance,HARD,1,Flipkart,60.0,0.4579239829015915,https://leetcode.com/problems/find-k-th-smallest-pair-distance,"Array, Binary Search, Sorting, Two Pointers","Array, Binary Search, Sorting, Two Pointers"
Find Minimum Diameter After Merging Two Trees,HARD,1,ServiceNow,93.0,0.5738039227667114,https://leetcode.com/problems/find-minimum-diameter-after-merging-two-trees,"Breadth-First Search, Depth-First Search, Graph, Tree","Tree, Graph, BFS, DFS"
Find Minimum in Rotated Sorted Array II,HARD,1,Google,12.5,0.441135385633896,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,"Array, Binary Search","Array, Binary Search"
Find Products of Elements of Big Array,HARD,1,IBM,71.7,0.2179005331701774,https://leetcode.com/problems/find-products-of-elements-of-big-array,"Array, Binary Search, Bit Manipulation","Array, Binary Search, Bit Manipulation"
Find Subarray With Bitwise OR Closest to K,HARD,1,Salesforce,51.4,0.296562372670541,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k,"Array, Binary Search, Bit Manipulation, Segment Tree","Array, Binary Search, Tree, Bit Manipulation"
Find in Mountain Array,HARD,1,Bloomberg,47.6,0.4048309641569764,https://leetcode.com/problems/find-in-mountain-array,"Array, Binary Search, Interactive","Array, Binary Search"
Find the Closest Palindrome,HARD,1,Uber,80.7,0.3162979970229028,https://leetcode.com/problems/find-the-closest-palindrome,"Math, String","String, Math"
Find the Longest Valid Obstacle Course at Each Position,HARD,1,Morgan Stanley,87.5,0.6252322177156585,https://leetcode.com/problems/find-the-longest-valid-obstacle-course-at-each-position,"Array, Binary Indexed Tree, Binary Search","Array, Binary Search, Tree"
Find the Maximum Length of a Good Subsequence II,HARD,1,Snowflake,75.8,0.239664138992998,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii,"Array, Dynamic Programming, Hash Table","Array, Dynamic Programming, Hash Table"
Find the Maximum Sum of Node Values,HARD,1,BlackRock,73.5,0.6979865078996403,https://leetcode.com/problems/find-the-maximum-sum-of-node-values,"Array, Bit Manipulation, Dynamic Programming, Greedy, Sorting, Tree","Array, Tree, Dynamic Programming, Sorting, Greedy, Bit Manipulation"
Find the Shortest Superstring,HARD,1,DEShaw,48.4,0.4430433414937703,https://leetcode.com/problems/find-the-shortest-superstring,"Array, Bit Manipulation, Bitmask, Dynamic Programming, String","Array, String, Dynamic Programming, Bit Manipulation"
Find the Sum of the Power of All Subsequences,HARD,1,DEShaw,77.4,0.3658703363391598,https://leetcode.com/problems/find-the-sum-of-the-power-of-all-subsequences,"Array, Dynamic Programming","Array, Dynamic Programming"
Finding MK Average,HARD,1,Google,23.8,0.3818881447538479,https://leetcode.com/problems/finding-mk-average,"Data Stream, Design, Heap (Priority Queue), Ordered Set, Queue","Queue, Heap / Priority Queue, Design"
Get the Maximum Score,HARD,1,Intuit,49.0,0.3997959003691431,https://leetcode.com/problems/get-the-maximum-score,"Array, Dynamic Programming, Greedy, Two Pointers","Array, Dynamic Programming, Greedy, Two Pointers"
IPO,HARD,1,Salesforce,51.4,0.5302026973246128,https://leetcode.com/problems/ipo,"Array, Greedy, Heap (Priority Queue), Sorting","Array, Queue, Heap / Priority Queue, Sorting, Greedy"
Kth Smallest Number in Multiplication Table,HARD,1,DEShaw,48.4,0.5287483212274201,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table,"Binary Search, Math","Binary Search, Math"
Kth Smallest Product of Two Sorted Arrays,HARD,1,Linkedln,62.0,0.3093643144234038,https://leetcode.com/problems/kth-smallest-product-of-two-sorted-arrays,"Array, Binary Search","Array, Binary Search"
Largest Color Value in a Directed Graph,HARD,1,Linkedln,32.0,0.5767873323761725,https://leetcode.com/problems/largest-color-value-in-a-directed-graph,"Counting, Dynamic Programming, Graph, Hash Table, Memoization, Topological Sort","Graph, Dynamic Programming, Hash Table"
Last Day Where You Can Still Cross,HARD,1,Atlassian,54.6,62.3%,https://leetcode.com/problems/last-day-where-you-can-still-cross,"Array, Binary Search, Breadth-First Search, Depth-First Search, Matrix, Union Find","Array, Binary Search, BFS, DFS, Union Find, Matrix"
Least Operators to Express Number,HARD,1,Snap,82.5,0.4840297942179017,https://leetcode.com/problems/least-operators-to-express-number,"Dynamic Programming, Math, Memoization","Dynamic Programming, Math"
